ID, VUR, device
"1130","0.0000", smartphone
"1132","0.5000", smartphone
"1134","0.0000", smartphone
"1135","1.0000", smartphone
"1136","0.5000", smartphone
"1137","1.0000", smartphone
"1138","0.5000", smartphone
"1139","1.0000", smartphone
"1142","0.0000", smartphone
"1145","0.5000", smartphone
"1146","0.5000", smartphone
"1148","0.5000", smartphone
"1149","1.0000", smartphone
"1150","0.0000", smartphone
"1152","0.0000", smartphone
"1153","1.0000", smartphone
"1154","0.5000", smartphone
"1156","1.0000", smartphone
"1157","1.0000", smartphone
"1158","0.5000", smartphone
"1159","1.0000", smartphone
"1161","0.5000", smartphone
"1163","0.5000", smartphone
"1164","0.0000", smartphone
"1165","0.0000", smartphone
"1166","0.5000", smartphone
"1167","0.0000", smartphone
"1168","0.0000", smartphone
"1169","0.5000", smartphone
"1170","0.5000", smartphone
"1171","0.5000", smartphone
"1172","0.0000", smartphone
"1174","0.5000", smartphone
"1178","1.0000", smartphone
"1179","0.0000", smartphone
"1180","0.5000", smartphone
"1181","0.0000", smartphone
"1183","0.5000", smartphone
"1184","0.5000", smartphone
"1185","1.0000", smartphone
"1186","0.0000", smartphone
"1187","0.0000", smartphone
"1189","0.5000", smartphone
"1193","0.5000", smartphone
"1194","0.5000", smartphone
"1195","1.0000", smartphone
"1196","0.0000", smartphone
"1197","0.5000", smartphone
"1200","1.0000", smartphone
"1201","0.0000", smartphone
"1202","0.5000", smartphone
"1203","0.0000", smartphone
"1204","1.0000", smartphone
"1205","1.0000", smartphone
"1206","0.5000", smartphone
"1207","0.0000", smartphone
"1208","0.0000", smartphone
"1209","0.0000", smartphone
"1210","0.0000", smartphone
"1211","0.5000", smartphone
"1212","0.5000", smartphone
"1213","0.5000", smartphone
"1214","0.5000", smartphone
"1216","1.0000", smartphone
"1217","1.0000", smartphone
"1218","1.0000", smartphone
"1220","0.5000", smartphone
"1221","1.0000", smartphone
"1222","0.5000", smartphone
"1228","1.0000", smartphone
"1229","0.5000", smartphone
"1231","0.0000", smartphone
"1232","0.5000", smartphone
"1234","0.5000", smartphone
"1235","0.0000", smartphone
"1236","0.5000", smartphone
"1239","0.0000", smartphone
"1240","0.0000", smartphone
"1241","0.5000", smartphone
"1242","0.0000", smartphone
"1243","1.0000", smartphone
"1245","0.5000", smartphone
"1246","1.0000", smartphone
"1247","0.0000", smartphone
"1248","0.0000", smartphone
"1250","0.5000", smartphone
"1251","0.5000", smartphone
"1253","0.0000", smartphone
"1254","0.0000", smartphone
"1255","0.0000", smartphone
"1256","1.0000", smartphone
"1258","0.5000", smartphone
"1259","0.5000", smartphone
"1260","0.0000", smartphone
"1261","1.0000", smartphone
"1263","1.0000", smartphone
"1264","0.0000", smartphone
"1265","0.0000", smartphone
"1266","0.5000", smartphone
"1267","0.5000", smartphone
"1268","0.0000", smartphone
"1270","0.5000", smartphone
"1271","0.0000", smartphone
"1272","0.5000", smartphone
"1273","0.5000", smartphone
"1274","1.0000", smartphone
"1275","0.5000", smartphone
"1277","0.0000", smartphone
"1278","1.0000", smartphone
"1279","0.5000", smartphone
"1281","0.5000", smartphone
"1282","0.5000", smartphone
"1283","0.5000", smartphone
"1285","0.5000", smartphone
"1287","0.0000", smartphone
"1288","0.5000", smartphone
"1289","1.0000", smartphone
"1292","0.5000", smartphone
"1293","1.0000", smartphone
"1294","1.0000", smartphone
"1295","0.0000", smartphone
"1296","0.0000", smartphone
"1297","0.5000", smartphone
"1298","0.5000", smartphone
"1299","0.5000", smartphone
"1300","1.0000", smartphone
"1301","0.0000", smartphone
"1302","1.0000", smartphone
"1303","0.5000", smartphone
"1304","0.0000", smartphone
"1305","1.0000", smartphone
"1306","1.0000", smartphone
"1307","0.0000", smartphone
"1308","0.0000", smartphone
"1309","0.0000", smartphone
"1311","0.0000", smartphone
"1313","0.0000", smartphone
"1314","0.0000", smartphone
"1315","1.0000", smartphone
"1318","0.5000", smartphone
"1319","0.5000", smartphone
"1320","0.0000", smartphone
"1324","0.5000", smartphone
"1325","0.0000", smartphone
"1326","0.5000", smartphone
"1328","0.5000", smartphone
"1330","1.0000", smartphone
"1331","0.0000", smartphone
"1340","0.0000", smartphone
"1341","0.0000", smartphone
"1343","1.0000", smartphone
"1345","0.5000", smartphone
"1346","0.0000", smartphone
"1347","0.5000", smartphone
"1348","1.0000", smartphone
"1349","0.0000", smartphone
"1351","0.5000", smartphone
"1353","1.0000", smartphone
"1354","0.5000", smartphone
"1358","0.5000", smartphone
"1360","0.5000", smartphone
"1361","0.5000", smartphone
"1362","1.0000", smartphone
"1363","0.5000", smartphone
"1364","0.5000", smartphone
"1365","0.5000", smartphone
"1367","0.0000", smartphone
"1369","0.5000", smartphone
"1370","0.0000", smartphone
"1371","0.5000", smartphone
"1372","0.5000", smartphone
"1373","0.5000", smartphone
"1374","1.0000", smartphone
"1375","0.5000", smartphone
"1376","0.5000", smartphone
"1377","1.0000", smartphone
"1378","0.5000", smartphone
"1380","0.5000", smartphone
"1381","0.5000", smartphone
"1382","0.5000", smartphone
"1383","0.5000", smartphone
"1386","1.0000", smartphone
"1388","0.5000", smartphone
"1389","0.5000", smartphone
"1390","1.0000", smartphone
"1391","0.0000", smartphone
"1394","0.0000", smartphone
"1395","1.0000", smartphone
"1397","1.0000", smartphone
"1400","1.0000", smartphone
"1402","0.5000", smartphone
"1405","0.5000", smartphone
"1406","1.0000", smartphone
"1407","0.0000", smartphone
"1408","0.0000", smartphone
"1409","0.5000", smartphone
"1411","1.0000", smartphone
"1412","0.5000", smartphone
"1414","0.5000", smartphone
"1415","0.5000", smartphone
"1416","1.0000", smartphone
"1417","1.0000", smartphone
"1418","0.0000", smartphone
"1420","1.0000", smartphone
"1421","0.0000", smartphone
"1422","0.5000", smartphone
"1423","0.5000", smartphone
"1425","0.5000", smartphone
"1426","0.5000", smartphone
"1428","0.5000", smartphone
"1429","1.0000", smartphone
"1430","0.5000", smartphone
"1431","0.0000", smartphone
"1432","0.0000", smartphone
"1433","0.5000", smartphone
"1434","1.0000", smartphone
"1435","0.0000", smartphone
"1438","1.0000", smartphone
"1439","1.0000", smartphone
"1440","0.5000", smartphone
"1441","0.5000", smartphone
"1442","0.0000", smartphone
"1443","0.0000", smartphone
"1444","0.0000", smartphone
"1446","0.5000", smartphone
"1448","0.5000", smartphone
"1449","0.5000", smartphone
"1450","0.0000", smartphone
"1453","0.0000", smartphone
"1454","1.0000", smartphone
"1455","0.5000", smartphone
"1456","0.0000", smartphone
"1460","0.5000", smartphone
"1461","1.0000", smartphone
"1462","0.0000", smartphone
"1463","1.0000", smartphone
"1464","0.5000", smartphone
"1465","0.5000", smartphone
"1466","0.5000", smartphone
"1468","0.5000", smartphone
"1469","0.0000", smartphone
"1471","0.5000", smartphone
"1472","0.5000", smartphone
"1473","0.0000", smartphone
"1476","0.5000", smartphone
"1477","0.0000", smartphone
"1478","0.5000", smartphone
"1479","1.0000", smartphone
"1481","1.0000", smartphone
"1482","1.0000", smartphone
"1483","0.5000", smartphone
"1484","0.5000", smartphone
"1485","0.0000", smartphone
"1488","0.0000", smartphone
"1489","0.0000", smartphone
"1490","0.0000", smartphone
"1491","1.0000", smartphone
"1492","0.5000", smartphone
"1494","0.0000", smartphone
"1495","0.0000", smartphone
"1496","1.0000", smartphone
"1497","0.5000", smartphone
"1499","0.5000", smartphone
"1500","1.0000", smartphone
"1501","0.5000", smartphone
"1502","0.5000", smartphone
"1505","0.0000", smartphone
"1506","0.0000", smartphone
"1507","0.5000", smartphone
"1508","1.0000", smartphone
"1509","0.5000", smartphone
"1510","0.0000", smartphone
"1512","0.5000", smartphone
"1513","0.5000", smartphone
"1514","0.5000", smartphone
"1515","0.5000", smartphone
"1516","0.0000", smartphone
"1519","0.5000", smartphone
"1520","0.0000", smartphone
"1521","0.5000", smartphone
"1522","0.5000", smartphone
"1523","1.0000", smartphone
"1524","0.5000", smartphone
"1525","0.0000", smartphone
"1526","0.0000", smartphone
"1527","0.5000", smartphone
"1528","0.0000", smartphone
"1530","0.5000", smartphone
"1533","1.0000", smartphone
"1536","0.5000", smartphone
"1537","1.0000", smartphone
"1539","1.0000", smartphone
"1543","0.5000", smartphone
"1544","0.5000", smartphone
"1545","0.5000", smartphone
"1548","0.0000", smartphone
"1549","0.0000", smartphone
"1550","1.0000", smartphone
"1552","0.5000", smartphone
"1553","0.5000", smartphone
"1554","0.5000", smartphone
"1555","1.0000", smartphone
"1556","1.0000", smartphone
"1557","1.0000", smartphone
"1559","0.5000", smartphone
"1561","0.5000", smartphone
"1565","0.5000", smartphone
"1566","1.0000", smartphone
"1567","0.5000", smartphone
"1568","0.5000", smartphone
"1570","0.5000", smartphone
"1572","0.0000", smartphone
"1574","0.5000", smartphone
"1575","0.0000", smartphone
"1576","0.5000", smartphone
"1577","0.0000", smartphone
"1579","0.5000", smartphone
"1580","1.0000", smartphone
"1581","0.5000", smartphone
"1582","0.5000", smartphone
"1584","0.0000", smartphone
"1585","0.5000", smartphone
"1586","0.0000", smartphone
"1589","0.0000", smartphone
"1590","0.5000", smartphone
"1591","1.0000", smartphone
"1592","0.5000", smartphone
"1593","1.0000", smartphone
"1595","0.5000", smartphone
"1596","0.0000", smartphone
"1597","0.5000", smartphone
"1598","0.5000", smartphone
"1599","0.5000", smartphone
"1600","0.5000", smartphone
"1601","1.0000", smartphone
"1602","0.5000", smartphone
"1603","0.0000", smartphone
"1605","1.0000", smartphone
"1606","1.0000", smartphone
"1607","0.0000", smartphone
"1609","0.5000", smartphone
"1610","0.5000", smartphone
"1612","1.0000", smartphone
"1613","0.5000", smartphone
"1618","0.5000", smartphone
"1619","0.0000", smartphone
"1620","1.0000", smartphone
"1621","1.0000", smartphone
"1623","0.0000", smartphone
"1626","0.0000", smartphone
"1628","0.5000", smartphone
"1630","1.0000", smartphone
"1631","0.5000", smartphone
"1633","0.5000", smartphone
"1634","1.0000", smartphone
"1635","0.0000", smartphone
"1637","1.0000", smartphone
"1638","0.0000", smartphone
"1639","0.5000", smartphone
"1640","0.5000", smartphone
"1641","0.0000", smartphone
"1643","1.0000", smartphone
"1646","1.0000", smartphone
"1647","0.0000", smartphone
"1648","0.5000", smartphone
"1649","1.0000", smartphone
"1651","0.5000", smartphone
"1652","0.5000", smartphone
"1653","1.0000", smartphone
"1654","0.0000", smartphone
"1655","1.0000", smartphone
"1656","0.5000", smartphone
"1657","1.0000", smartphone
"1658","0.0000", smartphone
"1661","0.5000", smartphone
"1662","0.0000", smartphone
"1663","0.5000", smartphone
"1665","0.0000", smartphone
"1666","0.5000", smartphone
"1668","0.5000", smartphone
"1669","1.0000", smartphone
"1670","0.0000", smartphone
"1671","0.5000", smartphone
"1672","0.0000", smartphone
"1674","0.0000", smartphone
"1675","0.0000", smartphone
"1676","0.0000", smartphone
"1678","1.0000", smartphone
"1681","0.5000", smartphone
"1682","0.0000", smartphone
"1685","1.0000", smartphone
"1686","0.0000", smartphone
"1687","0.5000", smartphone
"1689","0.5000", smartphone
"1690","0.0000", smartphone
"1691","0.5000", smartphone
"1692","0.5000", smartphone
"1693","0.5000", smartphone
"1694","0.5000", smartphone
"1695","0.0000", smartphone
"1696","0.0000", smartphone
"1697","1.0000", smartphone
"1698","0.0000", smartphone
"1700","0.0000", smartphone
"1701","0.0000", smartphone
"1702","0.5000", smartphone
"1703","0.0000", smartphone
"1705","0.5000", smartphone
"1706","0.0000", smartphone
"1707","0.0000", smartphone
"1708","0.5000", smartphone
"1709","0.5000", smartphone
"1712","0.0000", smartphone
"1713","0.5000", smartphone
"1714","0.0000", smartphone
"1715","0.0000", smartphone
"1716","0.0000", smartphone
"1718","1.0000", smartphone
"1719","0.5000", smartphone
"1722","0.5000", smartphone
"1723","1.0000", smartphone
"1724","1.0000", smartphone
"1725","0.5000", smartphone
"1726","1.0000", smartphone
"1728","1.0000", smartphone
"1729","0.0000", smartphone
"1730","0.0000", smartphone
"1732","1.0000", smartphone
"1733","0.5000", smartphone
"1734","0.5000", smartphone
"1735","0.5000", smartphone
"1736","0.0000", smartphone
"1737","0.0000", smartphone
"1738","0.5000", smartphone
"1739","0.0000", smartphone
"1740","1.0000", smartphone
"1741","0.5000", smartphone
"1743","0.5000", smartphone
"1747","0.5000", smartphone
"1748","0.0000", smartphone
"1749","0.5000", smartphone
"1750","0.5000", smartphone
"1751","0.0000", smartphone
"1752","0.5000", smartphone
"1755","0.5000", smartphone
"1756","0.5000", smartphone
"1757","0.0000", smartphone
"1758","0.0000", smartphone
"1759","0.0000", smartphone
"1760","0.0000", smartphone
"1761","0.5000", smartphone
"1762","0.0000", smartphone
"1766","0.5000", smartphone
"1767","0.5000", smartphone
"1769","1.0000", smartphone
"1770","0.0000", smartphone
"1771","0.5000", smartphone
"1772","0.5000", smartphone
"1773","0.5000", smartphone
"1774","0.5000", smartphone
"1775","1.0000", smartphone
"1777","1.0000", smartphone
"1778","0.0000", smartphone
"1779","0.5000", smartphone
"1780","1.0000", smartphone
"1781","0.0000", smartphone
"1782","0.0000", smartphone
"1783","1.0000", smartphone
"1784","1.0000", smartphone
"1786","0.5000", smartphone
"1789","0.5000", smartphone
"1791","0.5000", smartphone
"1793","1.0000", smartphone
"1796","1.0000", smartphone
"1798","0.5000", smartphone
"1800","0.5000", smartphone
"1801","0.5000", smartphone
"1802","0.0000", smartphone
"1804","0.0000", smartphone
"1805","0.5000", smartphone
"1806","0.5000", smartphone
"1807","0.5000", smartphone
"1812","0.5000", smartphone
"1814","0.5000", smartphone
"1817","0.0000", smartphone
"1818","0.0000", smartphone
"1822","0.5000", smartphone
"1823","0.5000", smartphone
"1824","0.0000", smartphone
"1825","0.5000", smartphone
"1826","0.5000", smartphone
"1827","0.5000", smartphone
"1828","1.0000", smartphone
"1829","0.0000", smartphone
"1830","0.5000", smartphone
"1832","0.0000", smartphone
"1834","1.0000", smartphone
"1838","0.0000", smartphone
"1841","0.0000", smartphone
"1842","0.5000", smartphone
"1843","0.5000", smartphone
"1845","0.0000", smartphone
"1848","0.5000", smartphone
"1850","1.0000", smartphone
"1851","0.5000", smartphone
"1853","0.5000", smartphone
"1855","0.0000", smartphone
"1858","0.5000", smartphone
"1859","0.5000", smartphone
"1862","1.0000", smartphone
"1863","0.5000", smartphone
"1865","0.5000", smartphone
"1867","0.5000", smartphone
"1868","0.0000", smartphone
"1869","0.0000", smartphone
"1871","1.0000", smartphone
"1872","0.5000", smartphone
"1874","1.0000", smartphone
"1875","0.0000", smartphone
"1877","0.5000", smartphone
"1879","0.0000", smartphone
"1880","0.0000", smartphone
"1881","0.5000", smartphone
"1884","1.0000", smartphone
"1885","0.0000", smartphone
"1886","0.5000", smartphone
"1888","1.0000", smartphone
"1889","0.5000", smartphone
"1890","1.0000", smartphone
"1891","1.0000", smartphone
"1896","0.0000", smartphone
"1902","0.5000", smartphone
"1903","0.5000", smartphone
"1904","0.0000", smartphone
"1905","0.0000", smartphone
"1906","0.5000", smartphone
"1907","1.0000", smartphone
"1908","0.5000", smartphone
"1909","0.0000", smartphone
"1910","0.0000", smartphone
"1911","0.5000", smartphone
"1912","1.0000", smartphone
"1913","0.0000", smartphone
"1914","0.0000", smartphone
"1916","0.5000", smartphone
"1917","0.5000", smartphone
"1918","0.0000", smartphone
"1919","0.0000", smartphone
"1920","0.5000", smartphone
"1921","1.0000", smartphone
"1922","0.5000", smartphone
"1923","1.0000", smartphone
"1924","0.5000", smartphone
"1925","1.0000", smartphone
"1926","0.0000", smartphone
"1927","0.0000", smartphone
"1928","0.5000", smartphone
"1929","0.5000", smartphone
"1930","0.0000", smartphone
"1931","1.0000", smartphone
"1932","0.5000", smartphone
"1933","0.0000", smartphone
"1934","0.5000", smartphone
"1935","0.5000", smartphone
"1937","0.5000", smartphone
"1938","0.0000", smartphone
"1939","0.0000", smartphone
"1941","0.0000", smartphone
"1942","1.0000", smartphone
"1943","0.0000", smartphone
"1944","1.0000", smartphone
"1945","0.0000", smartphone
"1947","0.0000", smartphone
"1948","1.0000", smartphone
"1949","0.0000", smartphone
"1950","0.5000", smartphone
"1954","0.5000", smartphone
"1957","1.0000", smartphone
"1958","0.5000", smartphone
"1959","0.0000", smartphone
"1962","0.0000", smartphone
"1963","0.5000", smartphone
"1965","0.5000", smartphone
"1966","0.5000", smartphone
"1967","0.5000", smartphone
"1969","0.0000", smartphone
"1970","0.0000", smartphone
"1972","0.5000", smartphone
"1976","0.0000", smartphone
"1977","0.0000", smartphone
"1980","1.0000", smartphone
"1981","1.0000", smartphone
"1982","1.0000", smartphone
"1983","0.0000", smartphone
"1984","0.0000", smartphone
"1985","0.0000", smartphone
"1986","1.0000", smartphone
"1987","0.0000", smartphone
"1989","0.5000", smartphone
"1990","0.5000", smartphone
"1992","1.0000", smartphone
"1993","0.5000", smartphone
"1994","0.5000", smartphone
"1996","1.0000", smartphone
"1997","0.5000", smartphone
"2000","0.0000", smartphone
"2005","0.0000", smartphone
"2006","0.0000", smartphone
"2009","0.5000", smartphone
"2010","0.0000", smartphone
"2013","1.0000", smartphone
"2014","0.0000", smartphone
"2015","0.0000", smartphone
"2016","0.5000", smartphone
"2018","1.0000", smartphone
"2019","1.0000", smartphone
"2021","1.0000", smartphone
"2022","0.5000", smartphone
"2023","1.0000", smartphone
"2024","1.0000", smartphone
"2025","0.5000", smartphone
"2026","0.0000", smartphone
"2027","1.0000", smartphone
"2028","0.0000", smartphone
"2029","0.5000", smartphone
"2030","0.5000", smartphone
"2031","0.0000", smartphone
"2032","1.0000", smartphone
"2033","0.0000", smartphone
"2034","0.5000", smartphone
"2035","0.5000", smartphone
"2036","0.5000", smartphone
"2038","0.5000", smartphone
"2041","0.0000", smartphone
"2044","0.0000", smartphone
"2046","0.0000", smartphone
"2047","0.0000", smartphone
"2048","1.0000", smartphone
"2049","0.0000", smartphone
"2050","0.5000", smartphone
"2051","1.0000", smartphone
"2052","0.5000", smartphone
"2053","0.5000", smartphone
"2055","0.0000", smartphone
"2057","0.5000", smartphone
"2060","0.0000", smartphone
"2062","0.5000", smartphone
"2063","0.5000", smartphone
"2064","0.0000", smartphone
"2065","0.0000", smartphone
"2066","0.5000", smartphone
"2068","0.5000", smartphone
"2069","0.5000", smartphone
"2070","0.0000", smartphone
"2072","0.0000", smartphone
"2073","0.5000", smartphone
"2074","0.5000", smartphone
"2075","1.0000", smartphone
"2076","0.0000", smartphone
"2077","0.5000", smartphone
"2079","0.0000", smartphone
"2080","1.0000", smartphone
"2081","0.5000", smartphone
"2082","1.0000", smartphone
"2085","0.0000", smartphone
"2086","1.0000", smartphone
"2087","0.0000", smartphone
"2089","1.0000", smartphone
"2090","0.0000", smartphone
"2091","1.0000", smartphone
"2092","0.5000", smartphone
"2093","1.0000", smartphone
"2096","0.5000", smartphone
"2098","0.0000", smartphone
"2100","0.0000", smartphone
"2101","0.5000", smartphone
"2102","0.5000", smartphone
"2103","0.5000", smartphone
"2104","0.5000", smartphone
"2106","1.0000", smartphone
"2109","0.0000", smartphone
"2110","0.5000", smartphone
"2111","0.5000", smartphone
"2113","1.0000", smartphone
"2115","0.5000", smartphone
"2116","0.0000", smartphone
"2117","0.0000", smartphone
"2118","1.0000", smartphone
"2119","0.5000", smartphone
"2120","1.0000", smartphone
"2121","0.0000", smartphone
"2124","1.0000", smartphone
"2125","0.5000", smartphone
"2126","0.0000", smartphone
"2127","0.0000", smartphone
"2128","1.0000", smartphone
"2129","0.5000", smartphone
"2130","1.0000", smartphone
"2132","0.0000", smartphone
"2134","0.5000", smartphone
"2136","0.5000", smartphone
"2138","1.0000", smartphone
"2139","1.0000", smartphone
"2140","0.0000", smartphone
"2141","1.0000", smartphone
"2142","0.5000", smartphone
"2146","1.0000", smartphone
"2147","0.5000", smartphone
"2148","0.5000", smartphone
"2149","0.5000", smartphone
"2150","1.0000", smartphone
"2151","0.0000", smartphone
"2152","0.5000", smartphone
"2153","0.5000", smartphone
"2154","0.5000", smartphone
"2155","0.5000", smartphone
"2157","0.5000", smartphone
"2158","0.5000", smartphone
"2159","0.0000", smartphone
"2161","0.5000", smartphone
"2162","0.5000", smartphone
"2163","1.0000", smartphone
"2164","0.5000", smartphone
"2165","0.5000", smartphone
"2167","0.5000", smartphone
"2168","0.0000", smartphone
"2169","0.5000", smartphone
"2170","1.0000", smartphone
"2171","0.5000", smartphone
"2172","0.0000", smartphone
"2173","0.5000", smartphone
"2174","0.5000", smartphone
"2175","1.0000", smartphone
"2178","0.5000", smartphone
"2179","1.0000", smartphone
"2182","0.0000", smartphone
"2183","0.5000", smartphone
"2184","0.5000", smartphone
"2185","0.5000", smartphone
"2186","0.0000", smartphone
"2187","1.0000", smartphone
"2188","0.0000", smartphone
"2189","1.0000", smartphone
"2191","1.0000", smartphone
"2192","0.5000", smartphone
"2193","0.5000", smartphone
"2194","0.5000", smartphone
"2196","0.5000", smartphone
"2197","0.5000", smartphone
"2198","0.5000", smartphone
"2199","0.5000", smartphone
"2200","0.5000", smartphone
"2201","1.0000", smartphone
"2202","0.5000", smartphone
"2203","0.0000", smartphone
"2206","0.5000", smartphone
"2207","1.0000", smartphone
"2208","0.0000", smartphone
"2213","1.0000", smartphone
"2214","1.0000", smartphone
"2215","0.5000", smartphone
"2216","0.0000", smartphone
"2217","1.0000", smartphone
"2218","1.0000", smartphone
"2220","0.5000", smartphone
"2221","0.5000", smartphone
"2223","0.5000", smartphone
"2224","0.5000", smartphone
"2226","1.0000", smartphone
"2227","1.0000", smartphone
"2231","0.5000", smartphone
"2232","0.5000", smartphone
"2234","0.5000", smartphone
"2235","0.5000", smartphone
"2237","0.5000", smartphone
"2238","0.0000", smartphone
"2239","0.5000", smartphone
"2240","1.0000", smartphone
"2241","0.5000", smartphone
"2242","0.0000", smartphone
"2243","0.5000", smartphone
"2244","0.5000", smartphone
"2245","0.0000", smartphone
"2247","0.5000", smartphone
"2248","1.0000", smartphone
"2249","0.0000", smartphone
"2253","0.0000", smartphone
"2254","1.0000", smartphone
"2255","0.5000", smartphone
"2258","0.5000", smartphone
"2260","0.0000", smartphone
"2261","0.0000", smartphone
"2264","0.0000", smartphone
"2265","0.5000", smartphone
"2266","1.0000", smartphone
"2267","0.0000", smartphone
"2268","1.0000", smartphone
"2269","1.0000", smartphone
"2270","0.0000", smartphone
"2272","1.0000", smartphone
"2273","0.5000", smartphone
"2275","1.0000", smartphone
"2276","0.5000", smartphone
"2277","0.0000", smartphone
"2278","1.0000", smartphone
"2279","1.0000", smartphone
"2280","0.5000", smartphone
"2281","0.5000", smartphone
"2282","1.0000", smartphone
"2283","1.0000", smartphone
"2286","0.5000", smartphone
"2287","0.0000", smartphone
"2290","0.0000", smartphone
"2291","0.0000", smartphone
"2293","0.0000", smartphone
"2299","0.5000", smartphone
"2300","0.5000", smartphone
"2301","1.0000", smartphone
"2303","0.5000", smartphone
"2304","0.5000", smartphone
"2305","0.5000", smartphone
"2306","0.5000", smartphone
"2307","0.0000", smartphone
"2308","0.5000", smartphone
"2310","0.0000", smartphone
"2311","0.5000", smartphone
"2312","0.0000", smartphone
"2313","1.0000", smartphone
"2316","1.0000", smartphone
"2318","0.0000", smartphone
"2319","0.5000", smartphone
"2320","0.0000", smartphone
"2322","0.5000", smartphone
"2323","0.0000", smartphone
"2324","0.5000", smartphone
"2325","0.0000", smartphone
"2326","1.0000", smartphone
"2327","0.5000", smartphone
"2328","0.5000", smartphone
"2330","0.0000", smartphone
"2331","1.0000", smartphone
"2333","0.5000", smartphone
"2335","0.5000", smartphone
"2336","0.5000", smartphone
"2337","1.0000", smartphone
"2338","0.5000", smartphone
"2339","0.0000", smartphone
"2341","1.0000", smartphone
"2343","0.0000", smartphone
"2344","0.5000", smartphone
"2346","0.5000", smartphone
"2348","1.0000", smartphone
"2349","0.5000", smartphone
"2350","1.0000", smartphone
"2351","1.0000", smartphone
"2352","0.5000", smartphone
"2353","0.5000", smartphone
"2354","0.5000", smartphone
"2357","0.5000", smartphone
"2359","1.0000", smartphone
"2360","1.0000", smartphone
"2361","0.5000", smartphone
"2363","1.0000", smartphone
"2365","0.5000", smartphone
"2366","0.0000", smartphone
"2367","0.0000", smartphone
"2368","0.5000", smartphone
"2369","0.5000", smartphone
"2370","0.5000", smartphone
"2371","0.5000", smartphone
"2373","0.0000", smartphone
"2374","0.0000", smartphone
"2376","0.0000", smartphone
"2377","0.5000", smartphone
"2378","0.0000", smartphone
"2379","0.0000", smartphone
"2380","0.5000", smartphone
"2382","0.5000", smartphone
"2383","0.5000", smartphone
"2384","1.0000", smartphone
"2385","0.5000", smartphone
"2386","0.5000", smartphone
"2387","0.5000", smartphone
"2388","1.0000", smartphone
"2389","0.0000", smartphone
"2390","0.5000", smartphone
"2398","0.0000", smartphone
"2400","1.0000", smartphone
"2401","0.0000", smartphone
"2402","1.0000", smartphone
